country,article_name,revision_id,article_quality,population
Chad,Bir I of Kanem,355319463,Stub,15.4
Chad,Abdullah II of Kanem,498683267,Stub,15.4
Chad,Salmama II of Kanem,565745353,Stub,15.4
Chad,Kuri I of Kanem,565745365,Stub,15.4
Chad,Mohammed I of Kanem,565745375,Stub,15.4
Chad,Kuri II of Kanem,669719757,Stub,15.4
Chad,Bir II of Kanem,670893206,Stub,15.4
Chad,Mahamat Hissene,693055898,Stub,15.4
Chad,Othman I,705432607,Stub,15.4
Chad,Alphonse Kotiga,707593108,Stub,15.4
Chad,Oueddei Kichidemi,708346649,Start,15.4
Chad,Dunama I,710675092,Stub,15.4
Chad,Ahmad (Kanem-Bornu king),711388267,Stub,15.4
Chad,Djibrine Kerallah,712971263,Stub,15.4
Chad,Maurice Ngangtar,712971315,Stub,15.4
Chad,Idriss Miskine,712971738,Stub,15.4
Chad,Laoukein Kourayo Médard,716886170,Stub,15.4
Chad,Nadji Madou,716886788,Stub,15.4
Chad,Noël Milarew Odingar,716891799,Start,15.4
Chad,Yaya Dillo Djérou,717733209,Stub,15.4
Chad,Acheikh Ibn-Oumar,719821590,Start,15.4
Chad,Quatre Sou Quatre,720066754,Stub,15.4
Chad,Ali Gazi,722563340,Stub,15.4
Chad,Mahamat Djarma Khatir,725132042,Stub,15.4
Chad,Dunama IX Lefiami,731749611,Stub,15.4
Chad,Dawud of Kanem,736550266,Stub,15.4
Chad,Ahmed Koulamallah,738855197,Start,15.4
Chad,Abbo Nassour,741369486,C,15.4
Chad,Abdel Kader Baba-Laddé,742213176,Stub,15.4
Chad,Hummay,747271475,Stub,15.4
Chad,Ngarlejy Yorongar,751304544,C,15.4
Chad,Saleh Kezabo,751380073,Stub,15.4
Chad,Bourkou Louise Kabo,757072468,Start,15.4
Chad,Brahim Koulamallah,757802238,Stub,15.4
Chad,Saadie Goukouni Weddeye,757842614,Start,15.4
Chad,Mahamoud Adam Béchir,762579466,Start,15.4
Chad,Kalthouma Nguembang,762816132,Stub,15.4
Chad,Djidingar Dono Ngardoum,764133533,Stub,15.4
Chad,Youssouf Saleh Abbas,771052289,B,15.4
Chad,Koibla Djimasta,774223245,Start,15.4
Chad,Nassour Guelendouksia Ouaido,774223248,C,15.4
Chad,Joseph Brahim Seid,777478442,Stub,15.4
Chad,Joseph Yodoyman,777550078,Start,15.4
Chad,Antoine Bangui,782638002,Start,15.4
Chad,Ibrahim IV of Bornu,785614014,Stub,15.4
Chad,Hadjé Halimé,786449636,C,15.4
Chad,Youssouf Togoïmi,787390241,Start,15.4
Chad,Adoum Younousmi,787719236,Start,15.4
Chad,François Tombalbaye,787738541,C,15.4
Chad,Ahmat Hassaballah Soubiane,787910771,Stub,15.4
Chad,Ahmad Allam-Mi,787921293,Start,15.4
Chad,Laotegguelnodji Koumtog,788009613,Stub,15.4
Chad,Mahamat Ali Adoum,788014671,Start,15.4
Chad,Mahamat Saleh Annadif,788658822,Start,15.4
Chad,Mohamed Bechir-Sow,788827248,Stub,15.4
Chad,Gontchomé Sahoulba,788828388,Start,15.4
Chad,Gabriel Lisette,788828519,Start,15.4
Chad,Ali II of Bornu,788999424,Stub,15.4
Chad,Arabi El Goni,789126126,Stub,15.4
Chad,Dunama Dabbalemi,789935196,Start,15.4
Chad,Idris Alooma,792734868,Start,15.4
Chad,Mahamat Nouri,792954115,FA,15.4
Chad,Idriss Ndele Moussa,796654025,Start,15.4
Chad,Mbaydoum Simeon,796690873,Stub,15.4
Chad,Ngarindo Milengar,796700718,Stub,15.4
Chad,List of Prime Ministers of Chad,797747674,Start,15.4
Chad,Idriss Déby,798286150,C,15.4
Chad,Saleh Kebzabo,798626040,C,15.4
Chad,Moussa Faki,799043301,C,15.4
Chad,Kalzeubet Pahimi Deubet,799413193,Stub,15.4
Chad,Haroun Kabadi,799447895,Start,15.4
Chad,Nagoum Yamassoum,799447995,Start,15.4
Chad,Outel Bono,799448338,Start,15.4
Chad,Ahmat Acyl,799902492,C,15.4
Chad,Djimrangar Dadnadji,800133552,Start,15.4
Chad,Delwa Kassiré Koumakoye,801029539,C,15.4
Chad,Fidèle Moungar,801192255,C,15.4
Chad,Jean Alingué Bawoyeu,801192303,B,15.4
Chad,Emmanuel Nadingar,801573576,C,15.4
Chad,Roger Djikisna,801583221,Stub,15.4
Chad,Firmin Djidingar,801583260,Stub,15.4
Chad,Idris I of Kanem,802874918,Stub,15.4
Chad,Vice President of Chad,803166509,Stub,15.4
Chad,Hissène Habré,803166806,GA,15.4
Chad,Negue Djogo,803166989,Start,15.4
Chad,Wadel Abdelkader Kamougué,803167152,C,15.4
Chad,Félix Malloum,803167336,Start,15.4
Chad,Lol Mahamat Choua,803167424,C,15.4
Chad,Goukouni Oueddei,803167990,C,15.4
Chad,Albert Pahimi Padacké,803433107,C,15.4
Chad,List of heads of state of Chad,803812011,Start,15.4
Chad,Elise Loum,804773540,Start,15.4
Chad,Agnes Allafi,805493169,Start,15.4
Chad,Christine Georges Diguibaye,806337653,Stub,15.4
Chad,Pascal Yoadimnadji,806508985,Start,15.4
Chad,Aissa Koli,806616268,Start,15.4
Chad,Omar I of Kanem,807425129,Start,15.4
Cambodia,Yos Por,393822005,Stub,16
Cambodia,Than Sina,671073599,Stub,16
Cambodia,Ieu Pannakar,712085445,Stub,16
Cambodia,Taing Sunlay,713507166,Stub,16
Cambodia,Dul Koeun,714524609,Stub,16
Cambodia,Ly Kim Leang,714524624,Stub,16
Cambodia,Chhor Leang Huot,714524714,Stub,16
Cambodia,Thak Lany,714524870,Stub,16
Cambodia,Sok San,714525029,Stub,16
Cambodia,Tep Ngorn,714528164,Stub,16
Cambodia,Chan Cheng,714528251,Stub,16
Cambodia,Nhim Vanda,714528803,Stub,16
Cambodia,Pen Panha,714528886,Stub,16
Cambodia,Sieng Nam,714529109,Stub,16
Cambodia,So Khun,714529370,Stub,16
Cambodia,Nou Sam,714529507,Stub,16
Cambodia,Rath Sarem,716812326,Stub,16
Cambodia,Kong Vibol,726543264,Stub,16
Cambodia,Monh Saphan,726543284,Stub,16
Cambodia,Uk Rabun,726543336,Stub,16
Cambodia,Ay Khorn,726543872,Stub,16
Cambodia,Oung Ouen,726688556,Stub,16
Cambodia,List of Deputy Prime Ministers of Cambodia,730617957,Stub,16
Cambodia,Cambodian People's Party–FUNCINPEC coalition agreement,732331264,Stub,16
Cambodia,Chuop Hell,735512767,Stub,16
Cambodia,Kong Korm,736093077,Stub,16
Cambodia,Chan Nak,736538934,Stub,16
Cambodia,Huy Kanthoul,736539294,Stub,16
Cambodia,Vorn Vet,736715950,Stub,16
Cambodia,Yat Hwaidi,737025619,Stub,16
Cambodia,Khim Tit,737804996,Stub,16
Cambodia,Son Chhay,738180794,Start,16
Cambodia,Kep Chuktema,738478052,Start,16
Cambodia,Nuth Rumduol,738512371,Stub,16
Cambodia,Khieu Thavika,738804016,Stub,16
Cambodia,Norodom Phurissara,738987957,Start,16
Cambodia,Daran Kravanh,738989624,Stub,16
Cambodia,Sisowath Monireth,738992094,Start,16
Cambodia,Sisowath Youtevong,738992441,Start,16
Cambodia,Ou Chanrith,739217591,Stub,16
Cambodia,Yem Ponhearith,741680078,Stub,16
Cambodia,Chrea Sochenda,741923960,Stub,16
Cambodia,Vong Kan,742006559,Stub,16
Cambodia,Yos Son,742067282,Stub,16
Cambodia,Hun Many,744291790,Stub,16
Cambodia,Chhean Vam,747052284,Stub,16
Cambodia,Oum Chheang Sun,747052769,Stub,16
Cambodia,Norodom Kantol,747053219,Stub,16
Cambodia,Khieu Rada,747555899,Start,16
Cambodia,Ieu Koeus,747628491,Stub,16
Cambodia,Cheng Heng,747784875,Start,16
Cambodia,Mok Mareth,747945224,Start,16
Cambodia,Kieng Vang,748137241,Stub,16
Cambodia,Sisowath Watchayavong,748488170,Stub,16
Cambodia,Sokhom So,749156496,Stub,16
Cambodia,Min Sean,749304614,Stub,16
Cambodia,Y Chhean,749338398,Stub,16
Cambodia,Poa Bun Sreu,749357713,Stub,16
Cambodia,Toan Vanthara,749387326,Stub,16
Cambodia,Sok Soty,749388858,Stub,16
Cambodia,Pal Sam Oeun,749396845,Stub,16
Cambodia,Ngor Sovann,749470256,Stub,16
Cambodia,Kea Sahorn,749510551,Stub,16
Cambodia,Suos Kanan,749517390,Stub,16
Cambodia,Im Chhun Lim,749537624,Stub,16
Cambodia,Tram Iv Teuk,749537772,Stub,16
Cambodia,Hem Khorn,749561164,Stub,16
Cambodia,Um Nhanh,749569686,Stub,16
Cambodia,Poa Try,749570183,Stub,16
Cambodia,Yim Chhaily,749683882,Stub,16
Cambodia,Ith Prang,749704384,Stub,16
Cambodia,Try Chheang Huot,749710492,Stub,16
Cambodia,Suk Sam Eng,749945690,Stub,16
Cambodia,Nim Thot,749967879,Stub,16
Cambodia,Ngin Khorn,749970189,Stub,16
Cambodia,Sorn Inthor,749977252,Stub,16
Cambodia,You Hockry,750055098,Stub,16
Cambodia,Samrith Pech,750074445,Stub,16
Cambodia,Un Neung,750077042,Stub,16
Cambodia,Bou Thang,750179637,Stub,16
Cambodia,Peter Khoy Saukam,751227068,Start,16
Cambodia,Tuot Saron,752967379,Start,16
Cambodia,Phoeurng Sackona,752979708,Stub,16
Cambodia,Nhek Bun Chhay,753086260,Stub,16
Cambodia,Cheam Yeab,753684881,Stub,16
Cambodia,Chea Poch,753689952,Stub,16
Cambodia,Chin Bun Sean,753692176,Stub,16
Cambodia,Chhim Siek Leng,753695057,Stub,16
Cambodia,Chea Soth,753711610,Stub,16
Cambodia,Ke Pauk,754318281,Stub,16
Cambodia,Kong Sam Ol,754944744,Stub,16
Cambodia,Pho Proeung,755504987,Stub,16
Cambodia,San Yun,756129985,Stub,16
Cambodia,Tiv Ol,756722795,Start,16
Cambodia,Son Ngoc Thanh,758665997,C,16
Cambodia,Monovithya Kem,759510662,Stub,16
Cambodia,Mom Chim Huy,761412104,Stub,16
Cambodia,Norodom Norindeth,761941416,Start,16
Cambodia,Hem Heng,763098565,Start,16
Cambodia,Chum Bunrong,763098588,Stub,16
Cambodia,Duong Vanna,763316692,Stub,16
Cambodia,Chhay Tan,763968613,Stub,16
Cambodia,Keat Chhon,765244120,Stub,16
Cambodia,Ang Vong Vathana,765375452,Stub,16
Cambodia,Keo Remy,766576352,Stub,16
Cambodia,Sun Chanthol,766834612,Start,16
Cambodia,Khieu Kanharith,766836319,Stub,16
Cambodia,Chay Saing Yun,767217618,Stub,16
Cambodia,Ek Sam Ol,767218020,Stub,16
Cambodia,Ouk Rabun,767867369,Stub,16
Cambodia,Hun Phoeung,768488633,Stub,16
Cambodia,Nguon Nhel,769381746,Stub,16
Cambodia,Khuon Sodary,769381831,Stub,16
Cambodia,Sok Pheng,769447485,Stub,16
Cambodia,Say Chhum,769929584,Stub,16
Cambodia,Im Sothy,771408501,Stub,16
Cambodia,Eng Chhai Eang,773103096,Stub,16
Cambodia,Heng Pov,773157273,Start,16
Cambodia,Him Chhem,773455924,Stub,16
Cambodia,Ho Non,773694865,Stub,16
Cambodia,Ho Vann,773695304,Stub,16
Cambodia,Hul Savorn,774100291,Stub,16
Cambodia,Pol Hom,776153762,Stub,16
Cambodia,Thong Khon,777665222,Stub,16
Cambodia,Hor Namhong,777765537,C,16
Cambodia,Keo Saphal (Siem Reap politician),778675539,Stub,16
Cambodia,Keo Saphal (Takeo politician),778675542,Stub,16
Cambodia,Khek Vandy,778806364,Stub,16
Cambodia,Khun Haing,778825745,Stub,16
Cambodia,Khy Taing Lim,778830534,Stub,16
Cambodia,Kimsour Phirith,778947267,Stub,16
Cambodia,Kuoch Ky,779440080,Stub,16
Cambodia,Kuoy Bunroeun,779441002,Stub,16
Cambodia,Chou Bun Eng,779541149,Start,16
Cambodia,Ke Sovannaroth,779541334,Stub,16
Cambodia,Norodom Rattana Devi,779541359,Stub,16
Cambodia,Norodom Vichara,779541415,Stub,16
Cambodia,Nin Saphon,779541481,Stub,16
Cambodia,Tioulong Saumura,779541578,Start,16
Cambodia,Som Kimsuor,779541650,Stub,16
Cambodia,Suy Sem,780608915,Stub,16
Cambodia,Sourn Serey Ratha,780691538,Stub,16
Cambodia,Ly Son,782622853,Stub,16
Cambodia,Ly Thuch,782622857,Stub,16
Cambodia,List of heads of state of Cambodia,782894395,C,16
Cambodia,Son Sann,783107330,C,16
Cambodia,Mam Bun Neang,783142781,Stub,16
Cambodia,Chan Sarun,783239117,Stub,16
Cambodia,Mao Monyvann,783294124,Stub,16
Cambodia,Men Sam An,784442393,Stub,16
Cambodia,Mey Norn,784629286,Stub,16
Cambodia,Sok An,784962640,C,16
Cambodia,Yem Sambaur,786198076,Start,16
Cambodia,Yim Sovann,786409843,C,16
Cambodia,Ek Yi Oun,786826707,Stub,16
Cambodia,Lu Laysreng,787016670,Stub,16
Cambodia,Math Ly,787260537,Stub,16
Cambodia,Chem Widhya,787978108,Start,16
Cambodia,Pa Socheatvong,788070748,Stub,16
Cambodia,Governor of Phnom Penh,788070776,Stub,16
Cambodia,Son Sen,788368060,C,16
Cambodia,Pen Sovan,788398926,Start,16
Cambodia,Sak Sutsakhan,788540352,C,16
Cambodia,Amath Yashya,788758065,Stub,16
Cambodia,Tong Siv Eng,788799479,Stub,16
Cambodia,Norodom Chakrapong,788905950,GA,16
Cambodia,Prak Sokhon,790023943,Start,16
Cambodia,Khieu Samphan,792012094,C,16
Cambodia,Sisowath Sirik Matak,792274582,C,16
Cambodia,Sam Sary,792556486,Start,16
Cambodia,Tou Samouth,792731504,Start,16
Cambodia,Yun Yat,793218721,Stub,16
Cambodia,Khieu Ponnary,793723115,Start,16
Cambodia,Cham Prasidh,793746447,Start,16
Cambodia,Ung Huot,794239262,Start,16
Cambodia,Veng Sereyvuth,794714434,Stub,16
Cambodia,Ieng Mouly,795214039,Stub,16
Cambodia,Pou Sothirak,796696955,Stub,16
Cambodia,Chea Sim,797224256,C,16
Cambodia,Hu Nim,797444265,C,16
Cambodia,Sim Var,797618265,Start,16
Cambodia,Bin Chhin,797673057,Stub,16
Cambodia,Sim Ka,798039997,Stub,16
Cambodia,Hou Yuon,798241496,C,16
Cambodia,Phiset Phanit,799124051,Stub,16
Cambodia,Norodom Sihanouk,799302232,FA,16
Cambodia,Pao Ham Phan,799453681,Stub,16
Cambodia,Heng Samrin,799719505,Start,16
Cambodia,Kang Kek Iew,799772448,C,16
Cambodia,Leng Ngeth,800087187,Stub,16
Cambodia,Spouse of the Prime Minister of Cambodia,800348414,Stub,16
Cambodia,Nhiek Tioulong,801079233,Start,16
Cambodia,Keo Puth Rasmey,801523347,Stub,16
Cambodia,Khem Veasna,802456666,C,16
Cambodia,Tea Banh,802643748,Start,16
Cambodia,Ieng Sary,802839704,C,16
Cambodia,Son Ngoc Minh,803084525,Start,16
Cambodia,List of monarchs of Cambodia,803230439,C,16
Cambodia,Ran Serey Leakhena,803481048,Stub,16
Cambodia,Lon Non,803936929,C,16
Cambodia,Lon Nil,803936986,Start,16
Cambodia,Mu Sochua,804631223,C,16
Cambodia,Penn Nouth,804717865,Start,16
Cambodia,Hang Chuon Naron,804785628,Start,16
Cambodia,Hong Sun Huot,805459200,Stub,16
Cambodia,Sam Rainsy,805740662,C,16
Cambodia,Nuon Chea,805876135,GA,16
Cambodia,Kao Kim Hourn,805905770,B,16
Cambodia,Ieng Thirith,806833311,C,16
Cambodia,Chau Sen Cocsal Chhum,806931313,C,16
Cambodia,Sar Kheng,806997998,C,16
Cambodia,Aun Pornmoniroth,807003284,Start,16
Cambodia,Lon Nol,807025761,GA,16
Canada,Robert Douglas Cook,401577829,Stub,37.2
Canada,List of Canadian incumbents by year,477962574,Stub,37.2
Canada,List of 2009 Canadian incumbents,632008524,Start,37.2
Canada,Rossy Barbour,653527941,Stub,37.2
Canada,Les Scheininger,667821864,C,37.2
Canada,Patrick Canning,667873261,Start,37.2
Canada,Gerald Hill (politician),670917017,Stub,37.2
Canada,John R. O'Dea,670971940,Stub,37.2
Canada,Samuel J. Hefferton,671122320,Start,37.2
Canada,Alexander Dunphy,676610041,Stub,37.2
Canada,Gordon Dawe,676612108,Stub,37.2
Canada,Paul Thoms,676732644,Stub,37.2
Canada,Frederick B. Rowe,676734572,Stub,37.2
Canada,Allan Evans (politician),676782180,Stub,37.2
Canada,Luke Woodrow,676947124,Stub,37.2
Canada,William G. Patterson,677094551,Stub,37.2
Canada,Freeman White (politician),677724847,Stub,37.2
Canada,William J. MacNeil,677769770,Stub,37.2
Canada,John Collins (Canadian politician),679623758,Stub,37.2
Canada,Barry Hynes,680618797,Stub,37.2
Canada,Brendan Howard,684050793,Stub,37.2
Canada,Wilson Callan,684903534,Stub,37.2
Canada,Rod Moores,684903869,Stub,37.2
Canada,List of 2010 Canadian incumbents,688697227,Start,37.2
Canada,Harold Collins (Canadian politician),690205437,Stub,37.2
Canada,Speaker of the Legislative Assembly of the Province of Canada,691747234,Stub,37.2
Canada,"Rhinoceros Party of Canada candidates, 1980 Canadian federal election",698077739,Stub,37.2
Canada,David John Rankin,703226576,Stub,37.2
Canada,Robert Melville Smith,704136762,Stub,37.2
Canada,Myra Freeman,704516768,Start,37.2
Canada,Evelyn Shannon,705247791,Stub,37.2
Canada,George Little (Manitoba politician),705386024,Stub,37.2
Canada,Michael Rojeski,705436088,Stub,37.2
Canada,Gudmundur Fjelsted,705539849,Stub,37.2
Canada,Samuel Fletcher,705547266,Stub,37.2
Canada,John Crane (Canadian politician),706430270,Stub,37.2
Canada,Milton Peach,706597779,Stub,37.2
Canada,Claude Sheppard,706758502,Stub,37.2
Canada,Don Hollett,706934829,Stub,37.2
Canada,Art Reid,706942745,Stub,37.2
Canada,David Secord,707172907,Stub,37.2
Canada,Wally Firth,707297623,Stub,37.2
Canada,William R. Smallwood,707632311,Stub,37.2
Canada,C. Maxwell Lane,707684781,Stub,37.2
Canada,Charles Poulin,708179175,Stub,37.2
Canada,Pierre-Luc Paquette,708813010,Stub,37.2
Canada,Francis Badgley (merchant),708885126,Stub,37.2
Canada,Michel Sikyea,708967094,Start,37.2
Canada,List of 2003 Canadian incumbents,709329316,Start,37.2
Canada,List of 2004 Canadian incumbents,709329425,Start,37.2
Canada,List of 2002 Canadian incumbents,709407679,Start,37.2
Canada,List of 2001 Canadian incumbents,709407789,Start,37.2
Canada,List of 2000 Canadian incumbents,709408821,Start,37.2
Canada,List of 1999 Canadian incumbents,709408830,Start,37.2
Canada,List of 1998 Canadian incumbents,709408965,Start,37.2
Canada,Sonnee Cohen,709455764,Start,37.2
Canada,List of 1997 Canadian incumbents,709491780,Start,37.2
Canada,List of 1996 Canadian incumbents,709492005,Start,37.2
Canada,List of 1995 Canadian incumbents,709492007,Start,37.2
Canada,List of 1994 Canadian incumbents,709492025,Start,37.2
Canada,List of 1992 Canadian incumbents,709492105,Start,37.2
Canada,List of 1991 Canadian incumbents,709492467,Start,37.2
Canada,List of 1990 Canadian incumbents,709492558,Start,37.2
Canada,List of 2005 Canadian incumbents,709519440,Start,37.2
Canada,Cyril Keeper,710575028,C,37.2
Canada,Adam Aptowitzer,710619647,Stub,37.2
Canada,Yvon Picotte,710753764,Start,37.2
Canada,James Atebe,711104781,Stub,37.2
Canada,List of 2007 Canadian incumbents,711603471,Start,37.2
Canada,Thomas Barnaby,712417981,Stub,37.2
Canada,Mark Evaloarjuk,712579431,Start,37.2
Canada,Jacques Bizard,712601441,Stub,37.2
Canada,Lawrence Martin (musician),712973728,C,37.2
Canada,Denis Viger,713249389,Stub,37.2
Canada,Aidan Maloney,713981300,Stub,37.2
Canada,Grafton Njootli,714172218,Stub,37.2
Canada,William Albert Boucher,714722019,Start,37.2
Canada,Marvin Gelber,715055224,Stub,37.2
Canada,Robert Robertson (politician),715359989,Stub,37.2
Canada,James H. Stuart,715457941,Stub,37.2
Canada,Maxime Lépine,716489196,Stub,37.2
Canada,Ambroise-Dydime Lépine,716690197,Stub,37.2
Canada,W. Garfield Case,716908156,C,37.2
Canada,Guy Williams (politician),716924009,Stub,37.2
Canada,May Birchard,716960979,Start,37.2
Canada,William Todd (1803–1873),717061600,Stub,37.2
Canada,Albert Planta,717154850,Stub,37.2
Canada,Jacques Viger (Member of the Assembly),717397656,Stub,37.2
Canada,Alexander Kennedy Isbister,717547859,Stub,37.2
Canada,Stuart Lyon Smith,717897492,Start,37.2
Canada,Michel Bénard,718265809,Stub,37.2
Canada,Maurice Laframboise,718852428,Start,37.2
Canada,James Isbister,719597828,Start,37.2
Canada,Jean-Charles Chapais,719598088,Start,37.2
Canada,List of 1993 Canadian incumbents,720131548,Start,37.2
Canada,List of 1989 Canadian incumbents,720131554,Start,37.2
Canada,List of 1988 Canadian incumbents,720131559,Start,37.2
Canada,List of 2008 Canadian incumbents,720133136,Start,37.2
Canada,John Judah Glass,720256444,Start,37.2
Canada,List of 1867 Canadian incumbents,721006116,Stub,37.2
Canada,Lazarus Phillips,721093245,Start,37.2
Canada,Samuel Hume Blake,721792566,Stub,37.2
Canada,Gilles Houde,722043055,Stub,37.2
Canada,Brenda Paris,723148572,C,37.2
Canada,Henry Judah,723249393,Stub,37.2
Canada,Rupert Bartlett,723252411,Stub,37.2
Canada,Peter Bercovitch,723253555,Start,37.2
Canada,Maurice Hartt,723253656,Start,37.2
Canada,Jerome Dinn,723271862,Stub,37.2
Canada,René Matteau,723308478,Stub,37.2
Canada,Tom Hickey (politician),723348093,Start,37.2
Canada,Myles Murray,723377038,Stub,37.2
Canada,Frederick Langdon Hubbard,723694660,Stub,37.2
Canada,Stephen Wallace (public servant),724068863,Stub,37.2
Canada,Harry Blank,724678615,Start,37.2
Canada,Hubert Kitchen,725395350,Stub,37.2
Canada,Uriah Strickland,725401345,Stub,37.2
Canada,Aubrey Gover,725401404,Stub,37.2
Canada,Alec Moores,725403647,Stub,37.2
Canada,Eugene Hiscock,725404809,Stub,37.2
Canada,H.R.V. Earle,725409378,Stub,37.2
Canada,Glenn Tobin,725417107,Stub,37.2
Canada,W. George Cross,726662002,Stub,37.2
Canada,François Beaulieu II,728457018,C,37.2
Canada,Alexander Macdonell of Greenfield,729104207,Stub,37.2
Canada,Steve Owens (politician),729767652,Start,37.2
Canada,Howard McCurdy,730002481,Start,37.2
Canada,Jeremy Akerman,730706462,C,37.2
Canada,Office-holders of Canada,730830430,Start,37.2
Canada,Louis Singer,733451024,Start,37.2
Canada,Edward Whelan (Canadian politician),734484063,Start,37.2
Canada,Wilfred McDonald,734799659,Start,37.2
Canada,Kevin Parsons Sr.,735721150,Stub,37.2
Canada,Hugh Twomey,735809835,Start,37.2
Canada,Alexander Grant Dallas,736826045,Stub,37.2
Canada,John L. Brown (Ontario politician),737118230,Stub,37.2
Canada,Jean Baptiste Wilkie,738242188,Start,37.2
Canada,Stanley Hall (politician),738943928,Stub,37.2
Canada,Samuel Genest,739134923,Start,37.2
Canada,David Berger (Canadian politician),740276158,Start,37.2
Canada,David Rotenberg,740276869,C,37.2
Canada,Aubrey Senior,740441527,Stub,37.2
Canada,Neil Fraser (civil servant),740482412,Stub,37.2
Canada,Thomas McKay (Northwest Territories politician),740863576,Start,37.2
Canada,Peter Fraser (Northwest Territories politician),740863717,Stub,37.2
Canada,Ron Ghitter,741266718,Start,37.2
Canada,Esau Schafer,742618365,Stub,37.2
Canada,Michael S. Martin,742989409,Stub,37.2
Canada,Wayne Jim,743342114,Stub,37.2
Canada,William Angus Dickson,743352732,Stub,37.2
Canada,James Laxer,743802406,Start,37.2
Canada,Robert Duncan Wilmot,743934426,Start,37.2
Canada,William Steeves,744260793,Start,37.2
Canada,List of Canadian ministries,744493549,Start,37.2
Canada,John Hamilton Gray (New Brunswick politician),744724453,Start,37.2
Canada,Lawrence Armstrong,744726413,Start,37.2
Canada,Peter Mitchell (politician),744887895,Start,37.2
Canada,George Benjamin (Orangeman),745111909,Start,37.2
Canada,Jean Alfred,745448033,Start,37.2
Canada,Moe Mantha Sr.,745453138,Start,37.2
Canada,Samuel Factor (Canadian politician),745678622,Start,37.2
Canada,Leon Crestohl,746467178,Start,37.2
Canada,Frederick E. Harrison,746471129,Start,37.2
Canada,Solomon Hart Green,746727879,Start,37.2
Canada,George T. Marsh,746891841,Stub,37.2
Canada,J. A. McCaul,746916216,Stub,37.2
Canada,John O'Neill (Canadian politician),747526324,Start,37.2
Canada,George Coles (politician),748140172,Start,37.2
Canada,John William Ritchie,749483611,Stub,37.2
Canada,Mickey Hennessy,749552058,Start,37.2
Canada,Jeff Rose,750062937,Start,37.2
Canada,Jacob Æmilius Irving,750436001,Start,37.2
Canada,John N. Anderson,751176274,Stub,37.2
Canada,Arthur S. Mifflin,751807970,Stub,37.2
Canada,Wallace House (politician),751987164,Start,37.2
Canada,Ernie Tate,752068111,Start,37.2
Canada,Yvon Dumont,753367995,C,37.2
Canada,James Cockburn (politician),753379799,Start,37.2
Canada,Firmin Monestime,755386512,Start,37.2
Canada,Elmer Knutson,756279684,Start,37.2
Canada,Ray Kingsmith,756291644,Start,37.2
Canada,David Smith (Quebec politician),756551426,Stub,37.2
Canada,Frantz Benjamin,756552638,Stub,37.2
Canada,Irving Gerstein,756554677,Start,37.2
Canada,Jonathan Valois,756555976,Stub,37.2
Canada,Leo Kolber,756556561,Start,37.2
Canada,Ovid Jackson,756558693,Stub,37.2
Canada,Richard Marceau,756570254,Start,37.2
Canada,Russell Copeman,756570822,Start,37.2
Canada,Yoine Goldstein,756572403,Start,37.2
Canada,Keith Goulet,756574108,Stub,37.2
Canada,Ovide Alakannuark,756585976,Stub,37.2
Canada,Ron Elliott (politician),756585982,Stub,37.2
Canada,David Iqaqrialu,756585983,Stub,37.2
Canada,Patterk Netser,756585988,Stub,37.2
Canada,Donald Havioyak,756585989,Stub,37.2
Canada,Kevin O'Brien (Nunavut politician),756585996,Start,37.2
Canada,Samuel Nuqingaq,756585998,Start,37.2
Canada,Daniel Shewchuk,756585999,Stub,37.2
Canada,Hezakiah Oshutapik,756586002,Stub,37.2
Canada,David Chudnovsky (politician),756587157,Start,37.2
Canada,Doug Oldford,756587370,Stub,37.2
Canada,Kevin Menicoche,756588884,Stub,37.2
Canada,Lindsay Blackett,756588999,Start,37.2
Canada,Stelman Flynn,756591021,Stub,37.2
Canada,Anita Neville,756764820,Start,37.2
Canada,Erminie Cohen,756793754,Start,37.2
Canada,Monique Richard,756827167,Stub,37.2
Canada,Vivian Barbot,756833298,Start,37.2
Canada,Walt Secord,756994842,Stub,37.2
Canada,Esther Shiner,757340941,B,37.2
Canada,Peter Kilabuk,757841167,Stub,37.2
Canada,Steve Mantis,758196830,C,37.2
Canada,Thomas Malone (politician),758368304,Start,37.2
Canada,Pierre Sévigny,758498194,Start,37.2
Canada,Vance Badawey,758814005,Start,37.2
Canada,Joseph Cohen,759068429,Stub,37.2
Canada,Edward Barron Chandler,759216527,Start,37.2
Canada,Christin Milloy,759365933,Start,37.2
Canada,Gerry Organ,759441852,Stub,37.2
Canada,Jobie Nutarak,760183672,Stub,37.2
Canada,Cuthbert Grant,760716476,C,37.2
Canada,Samuel Leonard Tilley,760733809,C,37.2
Canada,Norman Yakeleya,761104451,Stub,37.2
Canada,Edward Palmer (Canadian politician),761604965,Start,37.2
Canada,André-Gilles Fortin,761630386,Stub,37.2
Canada,Stanley G. Grizzle,761737356,Start,37.2
Canada,Janine Krieber,762182031,Start,37.2
Canada,J. Trevor Morgan,763591385,Start,37.2
Canada,Robert B. Dickey,763667690,Start,37.2
Canada,Elizabeth Ball,764121172,Start,37.2
Canada,Edgar Leduc,764210531,C,37.2
Canada,Eric Berntson,764319651,Start,37.2
Canada,Alvin Curling,764712203,C,37.2
Canada,Charles Nolin,764751927,Stub,37.2
Canada,Don Luzzi,764911059,Start,37.2
Canada,Moses Appaqaq,764967572,Stub,37.2
Canada,Laurier LaPierre,765860301,Start,37.2
